s_id,s_name,phone_number,email,birth_date,learning_year,d_name
6666956,Deborah Ford,+1-716-270-3810x8963,gailblake@example.net,1957-04-22,4,Mcknight
3996386,Kimberly Lambert,858-576-1280x73642,nhawkins@example.com,2010-01-16,4,Lam
8828702,Becky Wilson,(346)911-8378,athomas@example.org,1971-01-26,5,Dorsey
8045060,Dr. Matthew Rivera,340-443-5938x71756,carlossteele@example.net,1970-09-28,1,Church
9390524,Terry Reyes,+1-528-891-7671x21270,mary27@example.net,1990-06-06,2,Carlson
8390447,Debra Pierce,001-522-954-2348x8941,michellelawrence@example.org,1969-12-25,2,Kaufman
5125745,Kevin Webster,+1-650-924-0865x0916,joe90@example.net,1983-12-23,1,Walters
2986186,Melissa Mccoy,(430)309-0458x04384,duane66@example.net,1962-11-14,3,Rose
8513546,Angelica Dunn,(577)861-8974x9311,robertsamy@example.org,2009-07-30,4,Robertson
9665692,Adam Chambers,587-685-0710x4261,robert86@example.org,1989-05-25,2,Patel
9636176,Robert Cook,921.630.8086x1713,dawsonmike@example.org,2009-09-24,1,Bell
1145591,Dennis Foley,3894653532,jmcmillan@example.com,1986-09-11,3,Stevenson
9495706,Cristian Graves,001-492-967-9876x259,vsimpson@example.com,1975-07-29,4,Schneider
3277465,Carl Anderson,942-411-1909,tjohns@example.net,1981-03-17,1,Blackburn
4332970,Amber Smith,001-998-531-2041x23633,pcunningham@example.com,1960-12-07,4,Kaiser
7510029,Mr. Austin Rodriguez MD,+1-583-430-6150x86422,millerandrew@example.net,1953-01-04,2,Mcintosh
6092570,Samuel Johnson,001-400-410-1724x100,laurenchapman@example.net,1996-01-20,5,Hubbard
5455366,Anna Ward,5156773114,denisestephens@example.com,1988-03-27,2,Carlson
6538400,Sandra Berry,606.899.6468x2812,brianrasmussen@example.org,2010-04-27,5,Beck
8374046,Mark May,507-526-9528,jameswoods@example.net,1991-01-25,4,Nixon
9596102,Daniel Hall,214.491.8447,keith42@example.com,1975-03-18,5,Carpenter
3569313,Randy Brown,(988)335-3869x11494,grace95@example.org,1951-11-29,4,Mathis
1124687,Joel Cardenas,5846856681,wilsonsydney@example.com,1995-07-30,2,Schneider
6753811,Jacob Cook,908-281-2593x6195,adavis@example.com,1995-11-11,4,Nicholson
9926459,William Wood,+1-698-523-2761x930,fernandezmatthew@example.net,1999-11-19,5,Chan
6289916,Heather Colon,807.344.0104x87173,johndiaz@example.org,1963-06-20,3,Navarro
8199148,Deanna Carlson,754.229.2213,leedestiny@example.net,1964-10-26,2,Mathews
6396352,Rebecca Newton,561-932-0228,thoward@example.org,1993-06-01,2,Monroe
5554436,Traci Martinez,+1-327-299-4922x9945,kimberly10@example.com,2007-05-06,4,Compton
3480308,Ricardo Powell,335.212.7406x696,garciakimberly@example.net,1954-04-28,3,Horton
5685070,John Ross,6054598839,morganjustin@example.com,1966-09-05,4,Hawkins
6144572,Colleen Johnson,001-795-628-3645,turnerkelly@example.com,1977-02-27,5,Williamson
2911459,Mary Morgan,001-254-626-9080x6145,michael44@example.org,1967-05-31,3,Osborne
9476022,Kristina Garrison,+1-914-887-1141x4810,mcculloughapril@example.org,2010-11-27,3,Tapia
2189063,Sarah Richardson,+1-597-896-2498x0443,jpage@example.net,1994-12-15,4,Thompson
3498583,Christopher Nolan,8434760584,sanchezanne@example.net,1952-01-22,1,Mueller
3104729,Amanda Gates,410-442-4912x38710,cunninghamjack@example.com,1981-11-18,2,Vargas
4906674,Elizabeth Mason,(962)437-4546x7989,tony66@example.org,1976-10-29,5,Nguyen
8925982,Lisa George,+1-762-499-1771x29789,michaelwilkins@example.net,1989-11-06,4,Spence
6073928,Gerald Freeman,001-205-587-9568,uthomas@example.net,1971-12-07,4,Haas
2620879,Sheila Johnston,001-586-441-7084,cristianwarner@example.net,2011-02-13,3,Kim
2954086,Steven Holmes,9657979387,annmoore@example.org,1984-12-11,5,Rangel
8199607,Mark Juarez,551.762.5759x34423,davismark@example.net,1961-09-09,4,Morris
7291559,Beth David,485-410-3221x689,pollardcarmen@example.org,1982-05-26,3,Carlson
8637754,Brian Dunn,(971)301-1221x234,freemandana@example.org,2006-01-05,1,Escobar
4333707,Curtis Fitzgerald,485-406-1101,autumnsanders@example.com,1974-10-21,5,Campos
8708646,Kristy Williams,7477389031,greghines@example.com,1996-07-03,1,Ross
9933545,Pamela Mendez,242-938-5715x07437,gmendoza@example.org,2008-10-01,2,Hall
7105471,William Smith,+1-829-721-2711x77288,uwarren@example.com,2008-07-22,1,Osborne
5995522,Derek Jimenez,001-534-514-4674,malik80@example.com,1974-03-03,5,Blackburn
7536502,John Suarez,859-736-2275x4128,scottruben@example.com,1962-06-27,2,Howard
7211792,Andrew Simpson,(223)521-3285x0470,david72@example.net,1985-06-11,5,Montgomery
5716175,Daniel Barber,(448)545-9435,ebeck@example.com,1981-05-08,2,Gardner
5103998,Michael Mclean,2395867475,gilbertjames@example.com,2008-04-17,2,Ramirez
1159949,Daniel Madden,001-982-676-4920x371,annhood@example.com,1999-12-12,4,Nicholson
8065879,Jesse Butler,(726)641-8361,ulewis@example.com,1997-05-04,4,Chan
9155324,Todd Mitchell MD,440.769.2779x9026,walkerjeffrey@example.com,1991-12-09,4,Ballard
4786943,Dr. Angela Hinton,394.680.2482x66472,daviseric@example.com,1976-12-25,3,Robbins
8199309,Annette Shelton,982-695-7492x6692,heather46@example.org,1990-11-12,2,Gonzalez
2138590,Veronica Atkins,(624)488-9766,shannonlozano@example.com,2007-11-18,3,Li
6838959,Jennifer Merritt,369-830-0451,jamesschwartz@example.com,2008-12-28,4,Austin
4464253,Denise Taylor,001-841-557-3343,kristinvang@example.com,1978-06-29,2,Weaver
4376059,Jason Butler,798.204.5873x9796,clairecarey@example.net,1969-01-07,3,Olsen
4912665,Kathy Dunn,(714)682-2530x854,qwhitaker@example.org,2011-04-06,3,Johnson
1097486,John Stark,6486569410,benjaminmoore@example.net,2008-01-07,2,Schroeder
1146892,Shelby Nelson,001-812-212-9932x97975,williamramirez@example.net,1958-08-27,5,Rowland
1696551,Scott White,813.964.4615,srivera@example.org,2000-03-20,4,Keith
2694607,Laura White,(692)773-5012x13647,owatson@example.net,1972-04-23,3,Goodman
5578043,John Scott,863.260.3954x51035,cwalton@example.com,1985-05-24,2,Walsh
3404558,Alexis Miller,739-386-1224,tracy12@example.com,1987-03-20,5,Villegas
5522823,Mike Jordan,+1-338-442-6822x373,edwardwolfe@example.com,1955-08-29,2,Richardson
1703587,Christine Chase,493-746-9976x727,gomezstephen@example.net,1988-05-16,4,Hill
1304031,Jennifer Heath,001-750-943-2496x232,scurtis@example.net,2009-11-09,1,Liu
2129700,Cynthia Pena,(349)549-5002x37818,mclark@example.org,1961-07-11,5,Fernandez
7348825,Dennis Diaz,001-748-512-1648x25890,fowlerlance@example.org,1980-06-30,4,Coleman
6664415,Ashley Thornton,668.473.2627,jamesguzman@example.org,2002-10-08,2,Freeman
7237483,Amber Nelson,944-751-9528,xhill@example.net,1975-01-06,4,Perry
5311211,Karen Bradley,270-998-6312,carlaharrison@example.org,1987-06-29,4,Lawrence
9010135,Roberto Finley,7559040796,ericwalker@example.org,1954-02-28,1,Ballard
8079893,Traci Jones,+1-818-507-1174x52074,ztaylor@example.net,2003-09-01,5,Hoffman
